Nom_Commercial,DCI,Dosage,Prix_DZD
BIOFENAC,Diclofénac sodique,50MG,0.0
XINAC-50,Diclofénac sodique,50MG,0.0
VOTREX,Diclofénac sodique,50MG,0.0
VOLTUM,Diclofénac sodique,50MG,0.0
CLOFENAL,Diclofénac sodique,50MG,0.0
DICLOFAL,Diclofénac sodique,50MG,0.0
FLOVENAC LP,Diclofénac sodique,100MG,0.0
BIOFENAC,Diclofénac sodique,100MG,0.0
DICLOGESIC RETARD,Diclofénac sodique,100MG,0.0
VOTREX RETARD,Diclofénac sodique,100MG,0.0
"DICLOFENAC
NOVAGENERICS LP",Diclofénac sodique,100MG,0.0
VOLTUM,Diclofénac sodique,100MG,0.0
CLOFENAL LP,Diclofénac sodique,100MG,0.0
ROFENAC LP,Diclofénac sodique,100MG,0.0
DICLOFAR,Diclofénac sodique,25MG,0.0
BIOFENAC,Diclofénac sodique,25MG,0.0
VOTREX,Diclofénac sodique,25MG,0.0
"DICLOFENIL-
ENFANT",Diclofénac sodique,25MG,0.0
VOLTARENE,Diclofénac sodique,25MG,0.0
VOLTUM,Diclofénac sodique,25MG,0.0
CLOFENAL ENFANT,Diclofénac sodique,25MG,0.0
FENAQUENE,Diclofénac sodique,25MG,0.0
"PHLOGOREN
ENFANT",Diclofénac sodique,25MG,0.0
DICLOFAR,Diclofénac sodique,100MG,0.0
PHLOGOREN,Diclofénac sodique,100MG,0.0
BIOFENAC,Diclofénac sodique,100MG,0.0
VOLTAMEX,Diclofénac sodique,100MG,0.0
DICLOFENIL,Diclofénac sodique,100MG,0.0
VOLTARENE,Diclofénac sodique,100MG,0.0
VOLTUM,Diclofénac sodique,100MG,0.0
CLOFENAL,Diclofénac sodique,100MG,0.0
FENAQUENE,Diclofénac sodique,100MG,0.0
NEUPREN,IBUPROFENE,400MG,0.0
PROF,IBUPROFENE,400MG,0.0
HUBIFEN,IBUPROFENE,400MG,0.0
CALMOFEN,IBUPROFENE,400MG,0.0
XYDOL 400,IBUPROFENE,400MG,0.0
UBACTIVE 400MG,IBUPROFENE,400MG,0.0
NEOFEN,IBUPROFENE,400MG,0.0
ANTALFEN,IBUPROFENE,400MG,0.0
IBUPRANE,IBUPROFENE,400MG,0.0
SAPOFEN,IBUPROFENE,400MG,0.0
IBUPROFAL,IBUPROFENE,400MG,0.0
APIFEN,IBUPROFENE,400MG,0.0
IBUPROFENE BEKER,IBUPROFENE,400MG,0.0
CROMIVAL,IBUPROFENE,500MG,0.0
INDOMET,Indométacine,25MG,0.0
INDOGESIC,Indométacine,50MG,0.0
INDOMIN,Indométacine,50MG,0.0
ARTROLIFE,Indométacine,50MG,0.0
INDOGESIC,Indométacine,100MG,0.0
INDOMIN,Indométacine,100MG,0.0
ARTROLIFE,Indométacine,100MG,0.0
GEPROFENE,KETOPROFENE,100MG,0.0
KETOPROFENE LPA,KETOPROFENE,100MG,0.0
SAIFEN,KETOPROFENE,100MG,0.0
ALPROFEN,KETOPROFENE,100MG,0.0
PROFENID,KETOPROFENE,100MG,0.0
KETOFEN,KETOPROFENE,100MG,0.0
KETONEED,KETOPROFENE,"50MG/ML
(100MG/2ML)",0.0
KETONAL,KETOPROFENE,"50MG/ML
(100MG/2ML)",0.0
PROFENID,KETOPROFENE,"50MG/ML
(100MG/2ML)",0.0
PROXIDOL,NAPROXENE SODIQUE,275MG,0.0
NOPAIN,NAPROXENE SODIQUE,275MG,0.0
NHUPAIN,NAPROXENE SODIQUE,275MG,0.0
NAPROLGIC,NAPROXENE SODIQUE,275MG,0.0
NAREX,NAPROXENE SODIQUE,275MG,0.0
NEXORPAN,NAPROXENE SODIQUE,275MG,0.0
NAPROX,NAPROXENE SODIQUE,275MG,0.0
PROXIDOL DS,NAPROXENE SODIQUE,550MG,0.0
NOPAIN DS,NAPROXENE SODIQUE,550MG,0.0
NHUPAIN,NAPROXENE SODIQUE,550MG,0.0
NAPROLGIC,NAPROXENE SODIQUE ANHYDRE,550MG,0.0
NEXORPAN,NAPROXENE SODIQUE,550MG,0.0
NAPROX,NAPROXENE SODIQUE,550MG,0.0
PIROCAM,PIROXICAM,10MG,0.0
FENOXAM,PIROXICAM,20MG,0.0
ORTHOCAM,PIROXICAM,20MG,0.0
PRELDENE,PIROXICAM,20MG,0.0
PIROXEN,PIROXICAM,20MG,0.0
ROXICAM,PIROXICAM,20MG,0.0
"PIROXICAM
NOVAGENERICS",PIROXICAM,20MG,0.0
FELDENE,PIROXICAM,20MG,0.0
FELCAM,PIROXICAM,20MG,0.0
CYCLADOL,"PIROXICAM SOUS
FORME DE COMPLEXE",20MG,0.0
"PIROXICAM
PHYSIOPHARM",PIROXICAM,20MG,0.0
"PIROXICAM
PHYSIOPHARM",PIROXICAM,20MG,0.0
PRIXAM,PIROXICAM,20MG,0.0
FRADENE,PIROXICAM,20MG,0.0
PIROXICAM SANDOZ,PIROXICAM,20MG,0.0
PAINOXAM,PIROXICAM,20MG,0.0
POLIPIROX,PIROXICAM,20MG,0.0
PRIXAM,PIROXICAM,20MG,0.0
PIROXAL,PIROXICAM,20MG,0.0
FRADENE,PIROXICAM,20MG/ML,0.0
PRELDENE,PIROXICAM,20MG/ML,0.0
PIROXEN,PIROXICAM,20MG/ML,0.0
FELDENE,PIROXICAM,20MG/ML,0.0
PRIXAM,PIROXICAM,20MG/ML,0.0
FLUCIDAL,ACIDE NIFLUMIQUE,250MG,0.0
NIFLUMENE,ACIDE NIFLUMIQUE,250MG,0.0
INFLAMINE,ACIDE NIFLUMIQUE,250MG,0.0
NIFLURIC,MORNIFLUMATE,700MG,0.0
USENIL,MORNIFLUMATE,700MG,0.0
NIFLUMATE,MORNIFLUMATE,700MG,0.0
NIFLUMENE,MORNIFLUMATE,700MG,0.0
GEMATE,MORNIFLUMATE,400MG,0.0
USENIL,MORNIFLUMATE,400MG,0.0
NIFLUMATE,MORNIFLUMATE,400MG,0.0
NIFLUMENE,MORNIFLUMATE,400MG,0.0
NIFLURIC,MORNIFLUMATE,400MG,0.0
KETOFEN LP,KETOPROFENE,200MG,0.0
PROFEN LP,KETOPROFENE,200MG,0.0
PROFENID LP,KETOPROFENE,200MG,0.0
MENODIS,FLURBIPROFENE,100MG,0.0
FLUBIFENE,FLURBIPROFENE,100MG,0.0
HUPTADYS,FLURBIPROFENE,100MG,0.0
FLUDIS,FLURBIPROFENE,100MG,0.0
XYDOL GYN,FLURBIPROFENE,100MG,0.0
FLURBINAD,FLURBIPROFENE,100MG,0.0
ANTAPROFEN,FLURBIPROFENE,100MG,0.0
FLURBIPROFAL,FLURBIPROFENE,100MG,0.0
ANTADINE,FLURBIPROFENE,100MG,0.0
PROFENID,KETOPROFENE,100MG,0.0
ARBREX,CELECOXIB,100MG,0.0
RUMABREX,CELECOXIB,100MG,0.0
CELECOX,CELECOXIB,100MG,0.0
COXIBREX,CELECOXIB,100MG,0.0
CIREXA,CELECOXIB,100MG,0.0
CELECOBREX HUP,CELECOXIB,100MG,0.0
CELECOMEX,CELECOXIB,100MG,0.0
CELECOXIB LDM,CELECOXIB,100MG,0.0
CELECOXIB BEKER,CELECOXIB,100MG,0.0
CELVEX,CELECOXIB,100MG,0.0
CELECOXIB NOVAGENERICS,CELECOXIB,100MG,0.0
CELEBREX,CELECOXIB,100MG,0.0
"CELECOXIB
ZENTIVA",CELECOXIB,100MG,0.0
INICOX 100,CELECOXIB,100MG,0.0
ARBREX,CELECOXIB,200MG,0.0
CELECOXIB BEKER,CELECOXIB,200MG,0.0
RUMABREX,CELECOXIB,200MG,0.0
COXIBREX,CELECOXIB,200MG,0.0
NOTOREX,CELECOXIB,200MG,0.0
CIREXA,CELECOXIB,200MG,0.0
CELECOBREX HUP,CELECOXIB,200MG,0.0
CELECOMEX,CELECOXIB,200MG,0.0
CELECOXIB LDM,CELECOXIB,200MG,0.0
INICOX 200,CELECOXIB,200MG,0.0
CELVEX,CELECOXIB,200MG,0.0
CELECOXIB NOVAGENERICS,CELECOXIB,200MG,0.0
CELEBREX,CELECOXIB,200MG,0.0
CELEXAL,CELECOXIB,200MG,0.0
FLOVENAC LP,Diclofénac sodique,75MG,0.0
BIOFENAC LP,Diclofénac sodique,75MG,0.0
CLOFENAL LP,Diclofénac sodique,75MG,0.0
VOTREX,Diclofénac sodique,75MG,0.0
BIDICLO LP,Diclofénac sodique,75mg,0.0
DICLOFAL LP,Diclofénac sodique,75MG,0.0
APIFEN,IBUPROFENE,200MG,0.0
IBUPROFNE BEKER,IBUPROFENE,200MG,0.0
BUTAFEN,IBUPROFENE,200MG,0.0
REMOFEN,IBUPROFENE,200MG,0.0
HUBIFEN,IBUPROFENE,200MG,0.0
SAPOMEX,IBUPROFENE,200MG,0.0
XYDOL 200,IBUPROFENE,200MG,0.0
UBACTIVE 200MG,IBUPROFENE,200MG,0.0
IBUPROFENE IVAL,IBUPROFENE,200MG,0.0
ANTALFEN,IBUPROFENE,200MG,0.0
UPFEN,IBUPROFENE,200MG,0.0
IBUMAL,IBUPROFENE,200MG,0.0
IBUPRANE,IBUPROFENE,200MG,0.0
IBUPROFAL,IBUPROFENE,200MG,0.0
NEUPREN,IBUPROFENE,200MG,0.0
BRUFEN,IBUPROFENE,"20MG/ML
(100MG/5ML)",0.0
POLYPHENE,IBUPROFENE,20MG/ML,0.0
GEFENE,IBUPROFENE,"20MG/ML
(100MG/5ML)",0.0
PROF,IBUPROFENE,20MG/ML (100MG/5ML),0.0
ALGIFEN,IBUPROFENE,20MG/ML (100MG/5ML),0.0
BUFEN,IBUPROFENE,"20MG/ML
(100MG/5ML)",0.0
REMOFEN,IBUPROFENE,20MG/ML (100MG/5ML),0.0
CALMOFEN,IBUPROFENE,100MG/5ML,0.0
RUMIFEN,IBUPROFENE,100MG/5ML,0.0
IBUFEN,IBUPROFENE,20MG/ML (100MG/5ML),0.0
NARUFENE 2%,IBUPROFENE,20MG/ML (100MG/5ML),0.0
NEUPREN,IBUPROFENE,20MG/ML (100MG/5ML),0.0
IBUGESIC,IBUPROFENE,20MG/ML (100MG/5ML),0.0
LAMIFENE,IBUPROFENE,"20MG/ML
(100MG/5ML)",0.0
ALVIL,IBUPROFENE,"20MG/ML
(100MG/5ML)",0.0
ANTALFEN,IBUPROFENE,20MG/ML (100MG/5ML),0.0
VOTREX,Diclofénac sodique,"12,5MG",0.0
"VOLTARENE 12,5MG",Diclofénac sodique,"12,5MG",0.0
IBUPROFENE BEKER,IBUPROFENE,600MG,0.0
BUTAFEN,IBUPROFENE,600MG,0.0
NEUPREN,IBUPROFENE,600MG,0.0
HUBIFEN,IBUPROFENE,600MG,0.0
SAPOMEX,IBUPROFENE,600MG,0.0
XYDOL 600,IBUPROFENE,600MG,0.0
UBACTIVE 600MG,IBUPROFENE,600MG,0.0
NEOFEN,IBUPROFENE,600MG,0.0
ANTALFEN,IBUPROFENE,600MG,0.0
SAPOFEN 600,IBUPROFENE,600MG,0.0
IBUPROFAL,IBUPROFENE,600MG,0.0
DIACENE 50,DIACEREINE,50MG,0.0
ARTROPI,DIACEREINE,50MG,0.0
VOTREX,Diclofénac sodique,50MG,0.0
FENAQUENE,Diclofénac sodique,50MG,0.0
DICLOFAR,Diclofénac sodique,50MG,0.0
NOPAIN,NAPROXENE SODIQUE,125MG/5ML,0.0
FENDOL,ACIDE MEFENAMIQUE,50MG/5ML,0.0
HARUFEN,KETOPROFENE,30MG,0.0
KEFENTECH,KETOPROFENE,30MG,0.0
BUTAFEN LP,IBUPROFENE,400MG,0.0
PROFEMIGR,KETOPROFENE,150MG,0.0
CYCLADOL,"PIROXICAM  (SOUS
FORME COMPLEXE PIROXICAM BETA","20MG
(COMPLEXE PIROXICAM BETA",0.0
FLEXEN,KETOPROFENE,"100MG/FL. DE
PDRE.",0.0
MOVEN,MELOXICAM,15MG,0.0
MELOX,MELOXICAM,15MG,0.0
OXIMAL,MELOXICAM,15MG,0.0
MOTION 15,MELOXICAM,15MG,0.0
DOLISED,IBUPROFENE / PARACETAMOL,200MG/400MG,0.0
MOVEN,MELOXICAM,"7,5MG",0.0
MELOX,MELOXICAM,"7,5MG",0.0
OXIMAL,MELOXICAM,"7,5MG",0.0
VOLTARENE DOLO,DICLOFENAC POTASSIQUE,"12,5MG",0.0
DIVIDO,Diclofénac sodique,75MG,0.0
RAPIDUS 50,DICLOFENAC POTASSIQUE,50MG,0.0
VOTREX RAPID,DICLOFENAC POTASSIQUE,50MG,0.0
CATAFLAM,DICLOFENAC POTASSIQUE,50MG,0.0
NIFLURIC,MORNIFLUMATE,200MG,0.0
NIFLUMENE,MORNIFLUMATE,200MG,0.0
MEFESTAN,ACIDE MEFENAMIQUE,125MG,0.0
MEFESTAN,ACIDE MEFENAMIQUE,500MG,0.0
APONIL,NIMESULIDE,100MG,0.0
"PROFENID
ENFANT ET NOURRISON",KETOPROFENE,1MG/ML,0.0
MEFESTAN,ACIDE MEFENAMIQUE,250MG,0.0
MAFEPAIN,ACIDE MEFENAMIQUE,500MG,0.0
DYNASTAT,PARéCOXIB,40MG / FLACON,0.0
SAPBUFEN,IBUPROFENE,600MG,0.0
BIOFENAC FAST,"DICLOFENAC
POTASSIUM",50MG/SACHET,0.0
VOTREX RAPID,"DICLOFENAC
POTASSIUM",50MG/SACHET,0.0
MEGAMYLASE,ALPHA-AMYLASE,3000 U CEIP,0.0
LAMYLASE,ALPHA-AMYLASE,20 000 U CEIP/100ML,0.0
XIMALEX,ALPHA-AMYLASE,20 000 U CEIP/100ML,0.0
MAXILASE,ALPHA-AMYLASE,"20 000 U
CEIP/100ML",0.0
BLEOMYCINE,BLEOMYCINE,15MG,0.0
BLOICIN -S,BLEOMYCINE,15MG (15 UI),0.0
FAMISAS,CYCLOPHOSPHAMIDE,50MG,0.0
ARACYTINE,CYTARABINE,100MG,0.0
DETICENE,DACARBAZINE,100MG,0.0
DTI,DACARBAZINE,100MG,0.0
CERUBIDINE,"DAUNORUBICINE
CHLORHYDRATE EXPRIME EN",20MG,0.0
ETOPOSID EBEWE 100MG,ETOPOSIDE,"20MG/ML (OU
100MG/5ML)",0.0
ETOSID,ETOPOSIDE,"20MG/ML (OU
100MG/5ML)",0.0
HYDREA,HYDROXYCARBAMIDE,500MG,0.0
ALKERAN,MELPHALAN,2MG,0.0
PURINETHOL,MERCAPTOPURINE,50MG,0.0
"METHOTREXAT
""EBEWE""",METHOTREXATE,1000MG,0.0
"METHOTREXAT
EBEWE",METHOTREXATE,"2,5MG",0.0
CYTOTREX,METHOTREXATE,"2,5MG",0.0
ARACYTINE,CYTARABINE,500MG,0.0
ARACYTINE,CYTARABINE,1G,0.0
"5-FLUOROURACIL
EBEWE","5-FLUOROURACILE
HYDROXYDE DE","50MG/ML**  (OU
250MG/5ML -",0.0
NAVELBINE,VINORELBINE,10MG/ML,0.0
VINORELBIN EBEWE,VINORELBINE,"10MG/ML (10MG/ML ET
50MG/5ML)",0.0
NAVELBINE,VINORELBINE,50MG/5ML,0.0
"PACLITAXEL
EBEWE",PACLITAXEL,"6MG/ML (OU
30MG/5ML,",0.0
CAMPTO,IRINOTECAN,"20MG/ML  (OU
40MG/2ML  ET
100MG/5ML)",0.0
GEMZAR,GEMCITABINE,1G/50ML,0.0
MECITABINE,GEMCITABINE CHLORHYDRATE EXPRIME EN GEMCITABINE,1000MG,0.0
CYTOCARB,CARBOPLATINE,"10MG /ML (OU
150MG/15ML  -
450MG/45ML)",0.0
"OXALIPLATIN
EBEWE",OXALIPLATINE,"5MG/ML  (OU
50MG/10ML ET",0.0
MECITABINE,"GEMCITABINE CHLORHYDRATE EXPRIME EN
GEMCITABINE",200MG/FL. DE PDRE,0.0
GEMZAR,GEMCITABINE,200MG,0.0
EPIRUBICIN EBEWE,EPIRUBICINE,"2MG/ML
(10MG/5ML - 50MG/25ML  -",0.0
IMATIB,IMATINIB,100MG,0.0
GLIVEC,IMATINIB,100MG,0.0
ALEXAN,CYTARABINE,"50MG/ML (OU
500MG/10ML -
1000MG/20ML)",0.0
CYTOPLATIN-10,CISPLATINE,"0,5MG/ML (OU
10MG/20ML)",0.0
CYTOPLATIN-50,CISPLATINE,"1MG/ML (OU
50MG/50ML)",0.0
IMUREL,AZATHIOPRINE,50MG,0.0
"AZATHIOPRINE
MYLAN",AZATHIOPRINE,50MG,0.0
SANDIMMUN,CICLOSPORINE,50MG/ML,0.0
NEORAL,CICLOSPORINE,100MG/ML,0.0
SANDIMMUN,CICLOSPORINE,100MG/ML,0.0
SANDIMMUN,CICLOSPORINE,25MG,0.0
IMUSPORIN 25,CICLOSPORINE,25MG,0.0
SANDIMMUN,CICLOSPORINE,100MG,0.0
IMUSPORIN-100,CICLOSPORINE,100MG,0.0
IMUSPORIN 50,CICLOSPORINE,50MG,0.0
SANDIMMUN,CICLOSPORINE,50MG,0.0
TACROLIMUS CINFA,"TACROLIMUS
MONOHYDRATE EXPRIME EN",1MG,0.0
PROGRAF,"TACROLIMUS
MONOHYDRATE EXPRIME EN",1MG,0.0
TACROLIMUS CINFA,"TACROLIMUS
MONOHYDRATE EXPRIME EN TACROLIMUS",5MG,0.0
PROGRAF,"TACROLIMUS MONOHYDRATE EXPRIME EN
TACROLIMUS",5MG,0.0
TACROLIMUS CINFA,"TACROLIMUS MONOHYDRATE EXPRIME EN
TACROLIMUS","0,5MG",0.0
PROGRAF,"TACROLIMUS MONOHYDRATE EXPRIME EN
TACROLIMUS","0,5MG",0.0
IMALEK 100,IMATINIB MESYLATE EXPRIME EN IMATINIB,100MG,0.0
IMATIB 400,IMATINIB MESYLATE EXPRIME EN IMATINIB,400MG,0.0
IMALEK 400,IMATINIB MESYLATE EXPRIME EN IMATINIB,400MG,0.0
SUTENT,SUNITINIB MALATE EXPRIME EN SUNITINIB,"12,5MG",0.0
SUTENT,SUNITINIB MALATE EXPRIME EN SUNITINIB,25MG,0.0
SUTENT,SUNITINIB MALATE EXPRIME EN SUNITINIB,50MG,0.0
NEXAVAR,SORAFENIB TOSYLATE EXPRIME EN SORAFENIB,200MG,0.0
TYKERB,LAPATINIB DITOSYLATE EXPRIME EN LAPATINIB,250MG,0.0
SPRYCEL,DASATINIB MONOHYDRATEE,20MG,0.0
SPRYCEL,DASATINIB MONOHYDRATEE,50MG,0.0
SPRYCEL,DASATINIB MONOHYDRATEE,70MG,0.0
TASIGNA,"NILOTINIB
CHLORHYDRATE MONOHYDRATE",200MG,0.0
IRESSA,GEFITINIB,250MG,0.0
VOTRIENT,"PAZOPANIB CHLORHYDRATE
EXPRIME EN PAZOPANIB",200MG,0.0
VOTRIENT,PAZOPANIB CHLORHYDRATE EXPRIME EN PAZOPANIB,400MG,0.0
BIRLOTIB,"ERLOTINIB
CHLORHYDRATE",100MG,0.0
BIRLOTIB,ERLOTINIB CHLORHYDRATE EXPRIME EN ERLOTINIB,150MG,0.0
STIVARGRA,REGORAFENIB,40MG,0.0
AFINITOR,EVEROLIMUS,5MG,0.0
AFINITOR,EVEROLIMUS,10 MG,0.0
MABTHERA,RITUXIMAB,"10MG/ML (100MG/10ML ET
500MG/50ML)",0.0
CANMAB 150,TRASTUZUMAB,150MG/FL. DE PDRE,0.0
HERCEPTIN,TRASTUZUMAB,150MG/FL. DE LYOPH.,0.0
ERBITUX,CETUXIMAB,"2MG/ML (OU
100MG/50ML)",0.0
AVASTIN,BEVACIZUMAB,"25MG/ML (OU
100MG/4ML -
400MG/16ML)",0.0
CIMAHER,NIMOTUZUMAB,"5MG/ML
(50MG/10ML)",0.0
ERBITUX,CETUXIMAB,"5MG/ML
(100MG/20ML -",0.0
VECTIBIX,PANITUMUMAB,"20MG/ML (100MG/5ML)
(400MG/20ML)",0.0
REMSIMA,INFLIXIMAB,100MG/FL,0.0
REMICADE,INFLIXIMAB,"100MG/FL
(10MG/ML APRES RECONSTITUTION",0.0
HERTRAZ 440,Trastuzumab,440MG/FL. DE PDRE.,0.0
KEYTRUDA,Pembrolizumab,25 MG/ML,0.0
PERJETA,Pertuzumab,30 MG/ML,0.0
ADCETRIS,BRENTUXIMAB VEDOTIN TAKEDA,5 MG / ML,0.0
KADCYLA,Trastuzumab emtansine,20 MG/ML,0.0
ENANTONE LP,LEUPRORELINE,"1,875 MG/ML (OU
3,75MG/2ML)",0.0
"ENANTONE LP 11,25MG",Leuproréline acétate,"11,25MG/ FL. DE PDRE",0.0
TAMOXIFENE MYLAN,TAMOXIFENE CITRATE EXPRIME EN TAMOXIFENE,10MG,0.0
CYTOTAM-20,"TAMOXIFENE CITRATE
EXPRIME EN TAMOXIFENE",20MG,0.0
TAMOXIFENE MYLAN,"TAMOXIFENE CITRATE
EXPRIME EN TAMOXIFENE",20MG,0.0
DECAPEPTYL  L.P.,TRIPTORELINE PAMOATE EXPRIME EN TRIPTORELINE,"11,25MG/FL. DE PDRE.",0.0
ZYTIGA,ABIRATERONE ACETATE,250MG,0.0
FASLODEX,FULVESTRANT,250MG/SERING. DE 5ML,0.0
ELIGARD,LEUPRORELINE ACETATE,"22,5MG",0.0
ELIGARD,LEUPRORELINE ACETATE,45MG,0.0
XTANDI,Enzalutamide,40MG,0.0
ZOLDRIA,"ACIDE ZOLEDRONIQUE
MONOHYDRATEE EXPRIME EN ACIDE",4MG/FL. DE PDRE.,0.0
ZOLIDRO,ACIDE ZOLEDRONIQUE MONOHYDRATE,"0,8MG/ML (4MG/5ML)",0.0
ACIDE ZOLEDRONIQUE HIKMA,ACIDE ZOLEDRONIQUE MONOHYDRATE (EXPRIME EN ACIDE ZOLEDRONIQUE),4MG/FLACON,0.0
ZOLENAT,ACIDE ZOLEDRONIQUE MONOHYDRATEE EXPRIME EN ACIDE ZOLEDRONIQUE ANHYDRE,4MG/FL. DE CONC.,0.0
ZOBONE,"ACIDE ZOLEDRONIQUE
MONOHYDRATEE EXPRIME EN ACIDE",4MG/FL. DE LYOPH.,0.0
ZOMETA,ACIDE ZOLEDRONIQUE,"0,8MG/ML (4MG/5ML)",0.0
BONEFOS,CLODRONATE DISODIQUE TETRAHYDRATE,800MG,0.0
ACLASTA,ACIDE ZOLEDRONIQUE MONOHYDRATE EXPRIME EN ACIDE ZOLEDRONIQUE,5MG/100ML,0.0
XGEVA,DENOSUMAB,"70MG/ML (120MG/1,7ML)",0.0
KIDROLASE,L-ASPARAGINASE,10.000 UI/FL. DE PDRE.,0.0
CONSIUM,CARMUSTINE,100MG/FL. DE PDRE.,0.0
ENDOXAN,CYCLOPHOSPHAMIDE MONOHYDRATEE EXPRIME EN CYCLOPHOSPHAMIDE,200MG/FL. DE PDRE.,0.0
FAMISAS,CYCLOPHOSPHAMIDE ANHYDRE,200MG/FL. DE PDRE.,0.0
ENDOXAN,CYCLOPHOSPHAMIDE MONOHYDRATEE EXPRIME EN CYCLOPHOSPHAMIDE,500MG/FL. DE PDRE.,0.0
FAMISAS,CYCLOPHOSPHAMIDE ANHYDRE,500MG/FL. DE PDRE.,0.0
ENDOXAN,CYCLOPHOSPHAMIDE MONOHYDRATEE EXPRIME EN CYCLOPHOSPHAMIDE,50MG,0.0
DAUNOTEC,DAUNORUBICINE CHLORHYDRATE EXPRIME EN DAUNORUBICINE,20MG/FL. DE LYOPHILISAT,0.0
DAUNOCIN,"DAUNORUBICINE CHLORHYDRATE EXPRIME EN
DAUNORUBICINE",20 MG /FL,0.0
ONCODOX-10,"DOXORUBICINE
CHLORHYDRATE","10MG/FL. DE
LYOPH.",0.0
"DOXORUBICINE ""EBEWE""",DOXORUBICINE CHLORHYDRATE,"2MG/ML (10MG/5ML -
50MG/25ML)",0.0
ONCODOX-50,"DOXORUBICINE
CHLORHYDRATE","50MG/FL. DE
LYOPH.",0.0
POSIDAN,ETOPOSIDE,"20MG/ML (OU
100MG/5ML)",0.0
"ETOPOSIDE
MYLAN",ETOPOSIDE,"20MG/ML
(100MG/5ML)",0.0
"METHOTREXATE
MYLAN",METHOTREXATE,"2,5MG/ML (OU
5MG/2ML)",0.0
METHOTREXATE MYLAN,METHOTREXATE,"25MG/ML (OU
50MG/2ML -
500MG/20ML)",0.0
VELBASTINE,VINBLASTINE SULFATE,10 MG,0.0
UTORAL,FLUOROURACILE,50MG/ML,0.0
MITOXANTRON EBEWE,"MITOXANTRONE CHLORHYDRATE EXPRIME EN
MITOXANTRONE",2MG/ML (20MG/10ML),0.0
TAXOTERE,"DOCETAXEL
TRIHYDRATE",20MG/FL. DE 1ML,0.0
DOCETAX 20,DOCETAXEL ANHYDRE,20MG/FL. DE CONC.,0.0
DOCEFREZ 20,DOCETAXEL ANHYDRE,20MG/FL. DE LYOPH.,0.0
TAXOTERE,"DOCETAXEL
TRIHYDRATE",80MG/FL. DE 4ML,0.0
DOCETAX 80,DOCETAXEL ANHYDRE,80MG/FL. DE CONC.,0.0
DOCEFREZ 80,DOCETAXEL ANHYDRE,80MG/FL. DE LYOPH.,0.0
FLUDARABINE EBEWE,FLUDARABINE PHOSPHATE,25MG/ML (50MG/2ML),0.0
FLUDARA,"FLUDARABINE
PHOSPHATE","50MG/FL. DE
PDRE",0.0
ERTICAN,"IRINOTECAN
CHLORHYDRATE TRIHYDRATE","20MG/ML
(40MG/2ML - 100MG/5ML)",0.0
TEKAMEN,IRINOTECAN CHLORHYDRATE TRIHYDRATE,20MG/ML (40MG/2ML) (100MG/5ML),0.0
IRINOTECAN MYLAN,"IRINOTECAN
CHLORHYDRATE TRIHYDRATE","20MG/ML
(100MG/5ML) (40MG/2ML)",0.0
GEMCITABIN EBEWE,"GEMCITABINE CHLORHYDRATE EXPRIME EN
GEMCITABINE",10MG/ML (1000MG/100ML),0.0
CITAFINE,"GEMCITABINE CHLORHYDRATE EXPRIME EN
GEMCITABINE",1G/FL. DE PDRE.,0.0
CARBOPLATINE MYLAN,CARBOPLATINE,"10MG/ML  (OU
50MG/5/ML -
150MG/15ML -
450MG/45ML)",0.0
OXALIPLATINE MYLAN,OXALIPLATINE,"50MG/FL. DE PDRE. (5MG/ML DE SOL.
RECONSTITUEE)",0.0
ELOXATINE,OXALIPLATINE,"50MG/ FL. DE LYOPH. ET 50MG/FL. DE SOL. A DILUER (OU
5MG/ML)",0.0
OXIPLAT 50,OXALIPLATINE,50MG/FL. DE CONC. (5MG/ML OU 50MG/10ML),0.0
OXALIPLATINE MYLAN,OXALIPLATINE,"100MG/FL. DE PDRE. (5MG/ML DE SOL.
RECONSTITUEE)",0.0
ELOXATINE,OXALIPLATINE,"100MG/FL. DE LYOPH. ET 100MG/FL. DE SOL. A DILUER
(OU 5MG/ML)",0.0
OXIPLAT 100,OXALIPLATINE,"100MG/FL. DE CONC. (5MG/ML OU
100MG/20ML)",0.0
GEMCITABIN EBEWE,"GEMCITABINE CHLORHYDRATE EXPRIME EN
GEMCITABINE",10MG/ML (200MG/20ML),0.0
PACLITAX,PACLITAXEL,"6MG/ML (30MG/5ML - 100MG/16,5ML -
300MG/50ML)",0.0
ALIMTA,"PEMETREXED DISODIQUE EXPRIME EN
PEMETREXED",500MG/FL. DE PDRE.,0.0
PREXET,"PEMETREXED DISODIQUE HEMIPENTAHYDRATE EXPRIME EN
PEMETREXED",500MG/FL. DE PDRE.,0.0
PIRUCIN,EPIRUBICINE CHLORHYDRATE,"2MG/ML (10MG/5ML - 50MG/25ML ET
200MG/100ML)",0.0
EPIRUBICINE MYLAN,EPIRUBICINE CHLORHYDRATE,"2MG/ML (10MG/5ML - 50MG/25ML-
100MG/50ML  ET
200MG/100ML)",0.0
EPINTAS,EPIRUBICINE CHLORHYDRATE,2MG/ML (10MG/5ML  ET 50MG/25ML),0.0
EPIRUDEX,EPIRUBICINE CHLORHYDRATE,2MG/ML (10MG/5ML - 50MG/25ML ),0.0
ENDOXAN,CYCLOPHOSPHAMIDE MONOHYDRATEE EXPRIME EN CYCLOPHOSPHAMIDE,1G/FL. DE PDRE,0.0
